index,provider number,hospital name,address1,address2,address3,city,state,zip code,county name,phone number,hospital type,hospital owner,emergency service,condition,measure code,measure name,score,sample,stateavg
507,10023,russell hospital,3316 highway 280,p o box 938,empty,alexander city,al,35010,tallapoosa,2563297100,acute care hospitals,government - local,yes,heart attack,ami-6,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82%,45 patients,al_ami-6
721,10035,lakeland community hospital,42024 highway 195,empty,empty,haleyville,al,35565,winston,2054865213,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,90%,65 patients,al_ami-8b
123,20032,anchorage medical center,123 main street,suite 100,building B,anchorage,ak,99501,anchorage,9075556789,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,84%,150 patients,ak_hf-1
789,30012,mountain view hospital,500 oak avenue,unit 202,tower A,denver,co,80202,denver,3039876543,acute care hospitals,voluntary non-profit - private,yes,stroke,stroke-2,stroke patients assessed for rehabilitation,91%,80 patients,co_stroke-2
456,40022,sunset medical center,800 sunset blvd,suite 300,west wing,phoenix,az,85001,maricopa,6023334444,acute care hospitals,government - hospital district or authority,yes,infection control,ic-4,hospital-acquired Clostridium difficile infection,88%,120 patients,az_ic-4
234,20010,arizona general hospital,123 main street,suite 500,empty,phoenix,az,85001,maricopa,6025551234,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,88%,120 patients,az_hf-1
368,30022,colorado springs medical center,789 oak street,unit 201,empty,colorado springs,co,80903,el paso,7199876543,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients given oxygenation assessment,84%,95 patients,co_pn-4
231,20033,anchorage general hospital,1234 northern lights blvd,suite 200,empty,anchorage,ak,99508,anchorage,9072641243,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given discharge instructions,89%,150 patients,ak_hf-2
509,30021,denali national park medical clinic,mile 237 park road,empty,empty,denali national park,ak,99755,denali,9076839532,critical access hospitals,government - federal,yes,stroke,stroke-3,stroke patients who received appropriate treatment to prevent blood clots on the day of admission or the day after,83%,45 patients,ak_stroke-3
712,40015,baptist health medical center-arkadelphia,3050 twin rivers drive,empty,empty,arkadelphia,ar,71923,clark,8702452622,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-8,pneumonia patients assessed and given oxygen saturation,78%,60 patients,ar_pn-8
342,20012,fairbanks memorial hospital,1650 cowles street,suite 100,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,42 patients,ak_amix8a
577,10025,community hospital north,7150 clearvista drive,empty,empty,indianapolis,in,46256,marion,3176216262,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,surgery patients who received treatment to prevent blood clots on the day of admission or the day after,95%,123 patients,in_scip-vte-2
932,10048,wills memorial hospital,120 gordon street,empty,empty,washington,ga,30673,wilkes,7066782236,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,31 patients,ga_ami-7a
345,20022,valdez regional health authority,911 meals avenue,suite 119,empty,valdez,ak,99686,valdez-cordova,9078352249,acute care hospitals,government - local,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,79%,40 patients,ak_ami-7a
512,30012,banner baywood medical center,6644 east baywood avenue,empty,empty,mesa,az,85206,maricopa,4809811211,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,92 patients,az_scip-inf-1
732,10037,logan memorial hospital,1625 neal street,empty,empty,russellville,al,35653,franklin,2563324110,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,73%,14 patients,al_ami-8a
302,10023,st. vincents blount,150 gilbreath drive,empty,empty,oneonta,al,35121,blount,2052743000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,40 patients,al_amix8a
517,20001,saint elizabeth regional medical center,555 south 70th street,empty,empty,lincoln,ne,68510,lancaster,4022198000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,85%,60 patients,ne_ami-7a
721,10036,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570,marion,2059216200,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,92%,15 patients,al_amix8b
123,20035,anchorage medical center,789 main street,suite 201,empty,anchorage,ak,99501,anchorage,9071234567,acute care hospitals,government - local,yes,heart failure,hf-1,heart failure patients given discharge instructions,84%,120 patients,ak_hf-1
456,30012,mountain view hospital,123 hillside avenue,unit B,empty,denver,co,80231,denver,3039876543,acute care hospitals,voluntary non-profit - private,yes,stroke,stroke-2,stroke patients with prescribed antithrombotic therapy at discharge,93%,80 patients,co_stroke-2
301,10009,baptist medical center south,2105 east south boulevard,building,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,45 patients,al_amix8a
502,20015,santa rosa memorial hospital,1165 montgomery drive,empty,empty,santa rosa,ca,95405,sonoma,7075457200,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,88%,120 patients,ca_hf-1
704,10035,lakeland community hospital,42024 highway 195,empty,empty,haleyville,al,35565,winston,2054865213,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,18 patients,al_ami-7a
321,20023,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,45 patients,ak_ami-8b
532,10026,d w mcmillian memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518098180,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients whose preventative antibiotics are stopped within 24 hours after surgery,94%,105 patients,al_scip-inf-2
752,10036,highlands medical center,380 woods cove road,empty,empty,scottsboro,al,35768,jackson,2562183336,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7b,heart attack patients given aspirin at arrival,79%,65 patients,al_ami-7b
123,20002,northern lights regional health centre,7 hospital street,suite 300,empty,fort mcmurray,ab,70914,wood buffalo,7807916052,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,96 patients,ab_hf-1
456,30021,southern california hospital at hollywood,6245 de longpre avenue,suite 900,empty,hollywood,ca,90028,los angeles,3234622271,acute care hospitals,proprietary,yes,stroke,st-3,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,78%,42 patients,ca_st-3
789,40055,mountainview regional medical center,4311 east lohman avenue,suite 1200,empty,las cruces,nm,88011,dona ana,5755567600,acute care hospitals,proprietary,yes,pneumonia,pn-8,pneumonia patients assessed and given smoking cessation advice/counseling,89%,55 patients,nm_pn-8
215,30012,unitypoint health - st luke's hospital,1026 a avenue ne,empty,empty,cedar rapids,ia,52402,linn,3193697211,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,80%,35 patients,ia_amix8a
502,20025,alaska native medical center,4315 diplomarcy drive,empty,empty,anchorage,ak,99508,anchorage,9075637100,acute care hospitals,government - federal,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,45 patients,ak_hf-1
325,10020,montclair hospital medical center,5000 san bernardino street,suite 200,empty,montclair,ca,91763,san bernardino,9096255411,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,45 patients,ca_amix8a
502,20005,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-5,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),83%,112 patients,ak_hf-5
734,10037,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570,marion,2059216200,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given discharge instructions,88%,67 patients,al_hf-3
234,20009,northern lights regional hospital,123 aurora avenue,suite 400,empty,fairbanks,ak,99709,fairbanks north star,9074567890,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,95%,150 patients,ak_hf-1
765,30023,mountain view hospital,5000 east harmony avenue,suite 1000,empty,fort collins,co,80528,larimer,9701234567,acute care hospitals,proprietary,yes,stroke,stroke-2,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,88%,95 patients,co_stroke-2
381,40013,sunset community health center,123 main street,suite 200,empty,phoenix,az,85001,maricopa,6029876543,clinic,government - local,yes,diabetes,comp-2,diabetic patients with eye exam,82%,120 patients,az_comp-2
209,10011,lakeland community hospital,42024 highway 195,suite 1,empty,haleyville,al,35565,winston,2054865213,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,38 patients,al_amix8a
531,20006,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,140 patients,ak_scip-inf-1
749,10032,mizell memorial hospital,702 n main st,empty,empty,opelika,al,36804,lee,3347453835,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,73%,17 patients,al_ami-7a
274,10015,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,48 patients,al_ami-8b
712,10035,d w mcmillan memorial hospital,1301 georgia avenue,empty,empty,brewton,al,36426,escambia,2518098160,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-1,pneumonia patients assessed and given oxygen,88%,95 patients,al_pn-1
539,10025,dekalb regional medical center,200 med center drive,empty,empty,fort payne,al,35968,dekalb,2568453150,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,33 patients,al_ami-7a
732,20023,fairbanks memorial hospital,1650 cowles street,suite 103,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given discharge instructions,85%,45 patients,ak_hf-2
