index,provider number,hospital name,address1,address2,address3,city,state,zip code,county name,phone number,hospital type,hospital owner,emergency service,condition,measure code,measure name,score,sample,stateavg
507,10023,russel hospital,3316 highway 280,p o box 938,unknown,alexander city,al,35010,tallapoosa,2563297100,acute care hospitals,government - local,yes,heart attack,ami-6,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82%,45 patients,al_ami-6
721,10035,lakeland community hospital,42024 highway 195,unknown,empty,haleyville,al,35565,winston,2054865213,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,90%,65 patients,al_ami-8b
123,20032,anchorage medical center,123 main street,suite 100,building B,anchorage,ak,99501,anchorage,9075556789,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,84%,150 patients,ak_hf-1
789,30012,mountain view hospital,500 oak avenue,unit 202,tower B,denver,co,80222,denver,3039876541,acute care hospitals,voluntary non-profit - private,yes,stroke,stroke-2,stroke patients assessed for rehabilitation,90%,85 patients,co_stroke-2
456,40022,sunset medical center,800 sunset blvd,suite 310,west wing,phoenix,az,85101,maricopa,6023334441,acute care hospitals,government - hospital district or authority,yes,infection control,ic-4,hospital-acquired Clostridium difficile infection,85%,125 patients,az_ic-4
234,20010,arizona general hospital,123 main street,suite 500,empty,phoenix,az,85002,maricopa,6025551231,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,87%,115 patients,az_hf-1
368,30022,colorado springs medical center,789 oak street,unit 201,empty,colorado springs,co,80904,el paso,7199876544,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients given oxygenation assessment,85%,100 patients,co_pn-5
231,20033,anchorage general hospital,1234 northern lights blvd,suite 200,empty,anchorage,ak,99509,anchorage,9072641244,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given discharge instructions,88%,160 patients,ak_hf-3
509,30021,denali national park medical clinic,mile 237 park road,empty,empty,denali national park,ak,99756,denali,9076839533,critical access hospitals,government - federal,yes,stroke,stroke-3,stroke patients who received appropriate treatment to prevent blood clots on the day of admission or the day after,82%,50 patients,ak_stroke-4
712,40014,baptist health medical center-arkadelphi,3050 twin rivers drive,empty,empty,arkadelphia,ar,71922,clark,8702452621,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-9,pneumonia patients assessed and given oxygen saturation,79%,61 patients,ar_pn-9
342,20021,fairbanks memorial hospit,1650 cowles street,suite 100,empty,fairbanks,ak,99702,fairbanks north star,9074528182,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given pci within 90 minutes of arrival,79%,43 patients,ak_amix8b
577,10026,community hosp north,7150 clearvista drive,empty,empty,indianapolis,in,46257,marion,3176216261,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-3,surgery patients who received treatment to prevent blood clots on the day of admission or the day after,94%,124 patients,in_scip-vte-3
932,10048,will's memorial hospital,120 gordon street,suite 200,empty,washington,ga,30670,wilkes,7066782236,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,73%,32 patients,ga_ami-7a
345,20022,valdeez regional health authority,911 meals avenue,suite 119,empty,valdez,ak,99680,valdez-cordova,9078352249,acute care hospitals,government - local,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,78%,41 patients,ak_ami-7a
512,30012,banner baywood medical center,6644 east baywood avenue,empty,empty,mesa,az,85260,maricopa,4809811211,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,87%,93 patients,az_scip-inf-1
732,10037,logan memorial hospital,1625 neal street,suite 202,empty,russellville,al,35653,franklin,2563324111,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72%,13 patients,al_ami-8a
302,10023,st. vincents blount,150 gilbreath drive,building 3,empty,oneonta,al,35121,blount,2052743001,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,80%,42 patients,al_amix8a
517,20001,saint elizabeth regional medical center,555 south 70th street,suite 100,empty,lincoln,ne,68510,lancaster,4022198001,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,84%,61 patients,ne_ami-7a
721,10036,marion regional medical center,1256 military street south,suite 102,empty,hamiltown,al,35570,marion,2059216201,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,91%,16 patients,al_amix8b
123,20035,anchorage medical center,789 main street,suite 201,empty,anchorage,az,99501,anchorage,9071234568,acute care hospitals,government - local,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,121 patients,ak_hf-1
456,30012,mountain view hospital,123 hillside avenue,unit C,empty,denver,co,80231,denver,3039876544,acute care hospitals,voluntary non-profit - private,no,stroke,stroke-2,stroke patients with prescribed antithrombotic therapy at discharge,94%,81 patients,co_stroke-2
301,10090,baptist medical center south,2105 east south boulevard,building,empty,montogomery,al,36126,montgomery,3342882101,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,80%,40 patients,al_amix8a
502,20051,santa rosa memorial hospital,1165 montgomery drive,empty,empty,santa rosa,ca,95415,sonoma,7075457201,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,125 patients,ca_hf-1
704,10335,lakeland community hospital,42024 highway 195,empty,empty,haleyville,al,35556,winston,2054865214,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,15 patients,al_ami-7a
321,20032,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99702,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),76%,45 patients,ak_ami-8b
532,10036,d w mcmillian memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36427,escambia,2518098180,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients whose preventative antibiotics are stopped within 24 hours after surgery,90%,105 patients,al_scip-inf-2
752,10063,highlands medical center,380 woods cove road,empty,empty,scottsboro,al,35769,jackson,2562183336,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7b,heart attack patients given aspirin at arrival,81%,65 patients,al_ami-7b
123,20020,northern lights regional health center,7 hospital st,suite 300,building,fort macmurray,ab,70941,wood buffalo,7807916053,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given discharge instructions,85%,100 patients,ab_hf-2
456,30201,southern california hospital at hollywood,6245 de longpre ave,ste 900,,hollywod,ca,90082,los angeles,3234262271,acute care hospitals,proprietary,yes,stroke,st-5,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,80%,40 patients,ca_st-5
789,40550,mountainview regional medical centre,4311 east lohman ave,suite 1200,,las cruces,nv,88001,dona ana,5755577600,acute care hospitals,proprietary,yes,pneumonia,pn-9,pneumonia patients assessed and given smoking cessation advice/counseling,88%,50 patients,nv_pn-9
215,30021,unitypoint health - st luke's hospital,1026 a avenue ne,suite 100,empty,cedar rapids,ia,52403,linn,3193697212,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,30 patients,ia_amix8a
502,20052,alaska native medical center,4315 diplomarcy drive,empty,suite 50,anchorage,ak,99507,anchorage,9075637102,acute care hospitals,government - federal,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),73%,50 patients,ak_hf-1
325,10002,montclair hospital medical center,5000 san bernardino street,suite 300,empty,montclair,ca,91764,san bernardino,9096255413,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,77%,40 patients,ca_amix8a
502,20005,providence alaska medical center,3200 providence drive,suite 100,empty,anchorage,ak,99518,anchorage,9075622212,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-5,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,110 patients,ak_hf-5
734,10037,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35571,marion,2059216201,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given discharge instructions,86%,65 patients,al_hf-3
234,20009,northern lights regional hospital,123 aurora avenue,suite 400,empty,fairbanks,ak,99708,fairbanks north star,9074567891,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,93%,155 patients,ak_hf-1
765,30023,mountain view hospital,5000 east harmony avenue,suite 1000,empty,fort collins,co,80529,larimer,9701234568,acute care hospitals,proprietary,yes,stroke,stroke-2,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,89%,96 patients,co_stroke-2
381,40013,sunset community health center,123 main street,suite 200,empty,phoenix,az,85010,maricopa,6029876544,clinic,government - local,yes,diabetes,comp-2,diabetic patients with eye exam,80%,121 patients,az_comp-2
209,10011,lakeland community hospital,42024 highway 195,suite 1,empty,haleyville,al,35566,winston,2054865214,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,37 patients,al_amix8a
531,20006,providence alaska medical center,3200 providence drive,suite 100,empty,anchorage,ak,99507,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,90%,150 patients,ak_scip-inf-1
749,10032,mizell memorial hospital,702 n main st,suite 200,empty,opelika,al,36801,lee,3347453835,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,20 patients,al_ami-7a
274,10015,baptist medical center south,2105 east south boulevard,suite 300,empty,montgomery,al,36109,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),80%,50 patients,al_ami-8b
712,10035,d w mcmillan memorial hospital,1301 georgia avenue,unit 201,empty,brewton,al,36426,escambia,2518098160,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-1,pneumonia patients assessed and given oxygen,89%,100 patients,al_pn-1
539,10025,dekalb regional medical center,200 med center drive,suite 101,empty,fort payne,al,35698,dekalb,2568453150,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,70%,30 patients,al_ami-7a
